,Scientific_name,English_name,Recording_ID,Library,Country,Locality,Latitude,Longitude,Date,Recordist,URL
938,Amazilia tzacatl,NA,BLB18178,Borror,Costa Rica,"Road north from station to Pandora, top of hill at station, Hitoy Cerere Biological Reserve, Puerto Limon (SW of), Limon, Costa Rica",9.6667,-83.1667,11/02/92,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB18178.mp3
939,Amazilia tzacatl,Rufous-tailed Hummingbird,BLB18211,Borror,Costa Rica,"Road north from station to Pandora, west side at steep graveled section, Hitoy Cerere Biological Reserve, Puerto Limon (SW of), Limon, Costa Rica",9.6667,-83.1667,13/02/92,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB18211.mp3
940,Amazilia tzacatl,NA,BLB18285,Borror,Costa Rica,"Road north from station to Pandora, just north of station, Hitoy Cerere Biological Reserve, Puerto Limon (SW of), Limon, Costa Rica",9.6722,-83.0236,17/02/92,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB18285.mp3
941,Amazilia tzacatl,NA,BLB21109,Borror,Costa Rica,"North of road, south from station through rain forest (net lanes), Hitoy Cerere Biological Reserve, Puerto Limon (SW of), Limon, Costa Rica",9.6667,-83.1667,15/02/92,"Hernandez, D. (Daniel)",http://osuc.osu.edu/blbmp3s/BLB21109.mp3
942,Amazilia tzacatl,NA,BLB21111,Borror,Costa Rica,"North of road, south from station through rain forest (net lanes), Hitoy Cerere Biological Reserve, Puerto Limon (SW of), Limon, Costa Rica",9.6667,-83.1667,15/02/92,"Hernandez, D. (Daniel)",http://osuc.osu.edu/blbmp3s/BLB21111.mp3
943,Amazilia tzacatl,NA,BLB21494,Borror,Costa Rica,"Road north from station to Pandora, top of hill at station, Hitoy Cerere Biological Reserve, Puerto Limon (SW of), Limon, Costa Rica",9.6667,-83.1667,11/02/92,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB21494.mp3
944,Amazilia tzacatl,NA,BLB21495,Borror,Costa Rica,"Road north from station to Pandora, just north of station, Hitoy Cerere Biological Reserve, Puerto Limon (SW of), Limon, Costa Rica",9.6722,-83.0236,17/02/92,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB21495.mp3
945,Amazilia tzacatl,NA,BLB23735,Borror,Costa Rica,"Roof garden, Cacts Hotel, Calle 28-30, Avenue 3, San Jose (W), Paseo Calon, San Jose, Costa Rica",9.9375,-84.9167,2/08/97,"Gaunt, S. L. L. (Sandra L. L.)",http://osuc.osu.edu/blbmp3s/BLB23735.mp3
946,Amazilia tzacatl,NA,BLB31221,Borror,Costa Rica,"North of road, south from station through rain forest (net lanes), Hitoy Cerere Biological Reserve, Puerto Limon, Limon, Costa Rica",9.6333,-83.0833,15/02/92,"Hernandez, D. (Daniel)",http://osuc.osu.edu/blbmp3s/BLB31221.mp3
947,Amazilia tzacatl,Rufous-tailed Hummingbird,BRL0156,British Library,Costa Rica,"Altitude 100, Longitude 84 00' W, Latitude 10 24' N",NA,NA,2/20/1985,NA,NA
948,Amazilia tzacatl,NA,FLMNH05616,FLMNH,Costa Rica,"Puntarenas (Provincia), Coto Brus (Cantón), San Vito (Distrito), Jardín Botánico Wilson y Estación Biológica Las Cruces, Near Panamanian border",NA,NA,17/01/82,J.W. Hardy,NA
949,Amazilia tzacatl,NA,FLMNH05620,FLMNH,Costa Rica,"Puntarenas (Provincia), Coto Brus (Cantón), San Vito (Distrito), Jardín Botánico Wilson y Estación Biológica Las Cruces, Near Panamanian border",NA,NA,18/01/82,J.W. Hardy,NA
950,Amazilia tzacatl,NA,FLMNH05938,FLMNH,Costa Rica,"San José (Provincia), Pérez Zeledón (Cantón), San Isidro de El General (Distrito), edge of town",NA,NA,17/07/81,J.W. Hardy,NA
951,Amazilia tzacatl,NA,FLMNH08409,FLMNH,Costa Rica,"San José (Provincia), Montes de Oca (Cantón), San Pedro (Distrito), Universidad de Costa Rica, Vic. + Ucr, Valle Central",NA,NA,18/05/81,F. Gary Stiles,NA
952,Amazilia tzacatl,NA,FLMNH08806,FLMNH,Costa Rica,"Heredia (Provincia), Sarapiquí (Cantón), Puerto Viejo (Distrito), Estación Biológica La Selva",NA,NA,29/03/86,F. Gary Stiles,NA
953,Amazilia tzacatl,NA,FLMNH10728,FLMNH,Costa Rica,"San José (Provincia), Montes de Oca (Cantón), San Pedro (Distrito), Universidad de Costa Rica",NA,NA,17/05/87,F. Gary Stiles,NA
954,Amazilia tzacatl,NA,FLMNH13941,FLMNH,Costa Rica,"San José (Provincia), Montes de Oca (Cantón), San Pedro (Distrito), Universidad de Costa Rica, outside office window",NA,NA,29/11/88,F. Gary Stiles,NA
955,Amazilia tzacatl,NA,FLMNH14226,FLMNH,Costa Rica,"Heredia (Provincia), Sarapiquí (Cantón), Finca La Selva",NA,NA,4/08/89,F. Gary Stiles,NA
956,Amazilia tzacatl,NA,FLMNH14296,FLMNH,Costa Rica,"San José (Provincia), Pérez Zeledón (Cantón), San Isidro de El General (Distrito), Refugio de Aves Alexander Skutch Los Cusingos, El Quizarra",NA,NA,18/08/89,F. Gary Stiles,NA
957,Amazilia tzacatl,NA,FLMNH14297,FLMNH,Costa Rica,"San José (Provincia), Pérez Zeledón (Cantón), San Isidro de El General (Distrito), Refugio de Aves Alexander Skutch Los Cusingos, El Quizarra",NA,NA,19/08/89,F. Gary Stiles,NA
958,Amazilia tzacatl,NA,FLMNH16057,FLMNH,Costa Rica,"Puntarenas (Provincia), Coto Brus (Cantón), San Vito (Distrito), Finca Las Cruces",NA,NA,14/02/93,F. Gary Stiles,NA
959,Amazilia tzacatl,NA,LBUCR000186,LBUCR,Costa Rica,"Sector la Marta , Solimar, Abangares",NA,NA,951436800,Julio Sanchez,NA
960,Amazilia tzacatl,NA,LBUCR000463,LBUCR,Costa Rica,"Monte alto, Hojancha",NA,NA,1092787200,Julio Sanchez,NA
961,Amazilia tzacatl,Rufous-tailed Hummingbird,ML205556,Macaulay Library,Costa Rica,"Puntarenas,,Las Cruces Biological Station",NA,NA,12/08/97,"Ross, Jr., David L",https://macaulaylibrary.org/asset/205556
962,Amazilia tzacatl,Rufous-tailed Hummingbird,ML205561,Macaulay Library,Costa Rica,"Puntarenas,,Las Cruces Biological Station",NA,NA,12/08/97,"Ross, Jr., David L",https://macaulaylibrary.org/asset/205561
963,Amazilia tzacatl,Rufous-tailed Hummingbird,ML214667,Macaulay Library,Costa Rica,"Puntarenas,,Manuel Antonio National Park",NA,NA,10/01/89,"Ross, Jr., David L",https://macaulaylibrary.org/asset/214667
964,Amazilia tzacatl,Rufous-tailed Hummingbird,ML76633,Macaulay Library,Costa Rica,"Heredia,,La Selva Biological Station",10.4288,-84.0128,3/04/91,"Marantz, Curtis A",https://macaulaylibrary.org/asset/76633
965,Amazilia tzacatl,Rufous-tailed Hummingbird,ML192640,Macaulay Library,Honduras,"El Paraíso,,Villa Nueva de Yamales",14.13685,-85.7476,13/05/14,"Bennett, Ruth E",https://macaulaylibrary.org/asset/192640
966,Amazilia tzacatl,Rufous-tailed Hummingbird,ML186782,Macaulay Library,Mexico,"Veracruz,,Amatlán",18.8318333,-96.9022833,4/01/06,"Pieplow, Nathan D",https://macaulaylibrary.org/asset/186782
967,Amazilia tzacatl,Rufous-tailed Hummingbird,ML28364,Macaulay Library,Panama,",,Canal Zone; Colon; Crested Eagle Trail",9.2166667,-79.9333333,10/04/81,"van den Berg, Arnoud B",https://macaulaylibrary.org/asset/28364
968,Amazilia tzacatl,Rufous-tailed Hummingbird,ML60257,Macaulay Library,Panama,",,Coco Solo (near Colon)",NA,NA,24/01/92,"Coopmans, Paul",https://macaulaylibrary.org/asset/60257
969,Amazilia tzacatl,Rufous-tailed Hummingbird,ML6110,Macaulay Library,Panama,",,16.0 km NW of CHEPO",NA,NA,27/10/65,"Morton, Eugene S",https://macaulaylibrary.org/asset/6110
970,Amazilia tzacatl,Rufous-tailed Hummingbird,ML6108,Macaulay Library,United States,"Florida,,MIAMI; COCONUT GROVE; GRISWALD AVIAY",NA,NA,27/03/62,"Kimball, James W",https://macaulaylibrary.org/asset/6108
971,Amazilia tzacatl,Rufous-tailed Hummingbird,28584,Xeno-Canto,Belize,"Cockscomb Basin Jaguar Preserve, Dangriga Prov.",16.7812,-88.4587,16/03/94,Daniel Lane,http://www.xeno-canto.org/28584
972,Amazilia tzacatl,Rufous-tailed Hummingbird,77728,Xeno-Canto,Belize,Lamanai Outpost Lodge,17.752,-88.652,30/03/11,Mary Beth Stowe,http://www.xeno-canto.org/77728
973,Amazilia tzacatl,Rufous-tailed Hummingbird,92580,Xeno-Canto,Colombia,Albania (Guajira),11.162,-72.578,12/07/05,Oswaldo Cortes,http://www.xeno-canto.org/92580
974,Amazilia tzacatl,Rufous-tailed Hummingbird,92581,Xeno-Canto,Colombia,Albania (Guajira),11.162,-72.578,12/07/05,Oswaldo Cortes,http://www.xeno-canto.org/92581
975,Amazilia tzacatl,Rufous-tailed Hummingbird,93773,Xeno-Canto,Colombia,San Bernardo (Cundinamarca),4.2001,-74.4128,3/08/08,"Oswaldo Cortes, Giovanni Chaves and Fabian Tavera",http://www.xeno-canto.org/93773
976,Amazilia tzacatl,Rufous-tailed Hummingbird,93774,Xeno-Canto,Colombia,San Bernardo (Cundinamarca),4.2001,-74.4128,3/08/08,"Oswaldo Cortes, Giovanni Chaves and Fabian Tavera",http://www.xeno-canto.org/93774
977,Amazilia tzacatl,Rufous-tailed Hummingbird,93775,Xeno-Canto,Colombia,San Bernardo (Cundinamarca),4.2001,-74.4128,3/08/08,"Oswaldo Cortes, Giovanni Chaves and Fabian Tavera",http://www.xeno-canto.org/93775
978,Amazilia tzacatl,Rufous-tailed Hummingbird,115487,Xeno-Canto,Colombia,"Jardin Encantado (San Francisco, Cundinamarca)",4.98,-74.262,6/12/12,Oswaldo Cortes,http://www.xeno-canto.org/115487
979,Amazilia tzacatl,Rufous-tailed Hummingbird,128384,Xeno-Canto,Colombia,"Reserva Natural La Montaña del Ocaso, Quimbaya, Quindío",4.6197,-75.851,17/03/07,Oscar H. Marín-Gómez,http://www.xeno-canto.org/128384
980,Amazilia tzacatl,Rufous-tailed Hummingbird,129709,Xeno-Canto,Colombia,"Universidad del Quindío, Armenia, Quindio",4.5538,-75.6604,7/11/07,Oscar Humberto Marin-Gomez,http://www.xeno-canto.org/129709
981,Amazilia tzacatl,Rufous-tailed Hummingbird,233795,Xeno-Canto,Colombia,"Buenavista, Boyacá",5.5108,-73.9641,15/07/14,César Villamil,http://www.xeno-canto.org/233795
982,Amazilia tzacatl,Rufous-tailed Hummingbird,286816,Xeno-Canto,Colombia,"Cortijo de San José, Sabaneta, Antioquia",6.1411,-75.6168,22/10/15,Danny Zapata-Henao,http://www.xeno-canto.org/286816
983,Amazilia tzacatl,Rufous-tailed Hummingbird,312441,Xeno-Canto,Colombia,"near La Minca below RNA El Dorado, Sierra de Santa Marta, Magdalena",11.1334,-74.1001,3/04/16,GABRIEL LEITE,http://www.xeno-canto.org/312441
984,Amazilia tzacatl,Rufous-tailed Hummingbird,318587,Xeno-Canto,Colombia,Hotel Tinamú Birding Nature Reserve,5.0791,-75.6852,11/05/16,Santiago Ramos,http://www.xeno-canto.org/318587
985,Amazilia tzacatl,Rufous-tailed Hummingbird,7810,Xeno-Canto,Costa Rica,San Jose,9.9834,-84.1334,9/07/06,Robin Carter,http://www.xeno-canto.org/7810
986,Amazilia tzacatl,Rufous-tailed Hummingbird,93639,Xeno-Canto,Costa Rica,TCU Research Station,10.2501,-84.5501,15/03/11,Tom Stevens,http://www.xeno-canto.org/93639
987,Amazilia tzacatl,Rufous-tailed Hummingbird,107023,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,28/06/12,Mike Nelson,http://www.xeno-canto.org/107023
988,Amazilia tzacatl,Rufous-tailed Hummingbird,107024,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,28/06/12,Mike Nelson,http://www.xeno-canto.org/107024
989,Amazilia tzacatl,Rufous-tailed Hummingbird,107025,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,28/06/12,Mike Nelson,http://www.xeno-canto.org/107025
990,Amazilia tzacatl,Rufous-tailed Hummingbird,107026,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,28/06/12,Mike Nelson,http://www.xeno-canto.org/107026
991,Amazilia tzacatl,Rufous-tailed Hummingbird,107027,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,28/06/12,Mike Nelson,http://www.xeno-canto.org/107027
992,Amazilia tzacatl,Rufous-tailed Hummingbird,107028,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,28/06/12,Mike Nelson,http://www.xeno-canto.org/107028
993,Amazilia tzacatl,Rufous-tailed Hummingbird,107029,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,28/06/12,Mike Nelson,http://www.xeno-canto.org/107029
994,Amazilia tzacatl,Rufous-tailed Hummingbird,141956,Xeno-Canto,Costa Rica,Puntarenas,9.7573,-84.6205,7/12/97,Fernand DEROUSSEN,http://www.xeno-canto.org/141956
995,Amazilia tzacatl,Rufous-tailed Hummingbird,154041,Xeno-Canto,Costa Rica,"La Selva Biological Station, Sarapiqui, Heredia",10.430488,-84.00628,5/07/12,Marcelo Araya-Salas,http://www.xeno-canto.org/154041
996,Amazilia tzacatl,Rufous-tailed Hummingbird,165954,Xeno-Canto,Costa Rica,"Hotel Bougainvillea, San Jose",9.9809,-84.0789,6/01/14,Mike Nelson,http://www.xeno-canto.org/165954
997,Amazilia tzacatl,Rufous-tailed Hummingbird,171242,Xeno-Canto,Costa Rica,"Wilson Botanical Garden, Las Cruces, Puntaneras",8.7895,-82.9714,26/03/14,Mayron McKewy Mejía,http://www.xeno-canto.org/171242
998,Amazilia tzacatl,Rufous-tailed Hummingbird,185986,Xeno-Canto,Costa Rica,"Wilson Botanical Garden, Las Cruces, Puntaneras",8.7895,-82.9714,26/03/14,Mayron McKewy Mejía,http://www.xeno-canto.org/185986
999,Amazilia tzacatl,Rufous-tailed Hummingbird,274522,Xeno-Canto,Costa Rica,"Esquinas lodge, Piedras Blancas NP, Puntarenas",8.6759,-83.2051,20/03/10,Peter Boesman,http://www.xeno-canto.org/274522
1000,Amazilia tzacatl,Rufous-tailed Hummingbird,6684,Xeno-Canto,Ecuador,"Tandayapa Bird Lodge, Tandayapa Valley, Pichincha",0.01,-78.6776,11/02/01,Nick Athanas,http://www.xeno-canto.org/6684
1001,Amazilia tzacatl,Rufous-tailed Hummingbird,103554,Xeno-Canto,Ecuador,"Cerro La Cruz o Pata Grande, Pinas, El Oro Province.",-3.6828,-79.702,10/06/12,Manuel Sanchez N.,http://www.xeno-canto.org/103554
1002,Amazilia tzacatl,Rufous-tailed Hummingbird,122521,Xeno-Canto,Ecuador,"Reserva Mangaloma, Pichincha",0.1228,-78.9942,9/07/12,Scott Olmstead,http://www.xeno-canto.org/122521
1003,Amazilia tzacatl,Rufous-tailed Hummingbird,186928,Xeno-Canto,Ecuador,Pichincha,0.1861,-79.2265,2/07/14,GABRIEL LEITE,http://www.xeno-canto.org/186928
1004,Amazilia tzacatl,Rufous-tailed Hummingbird,215449,Xeno-Canto,Ecuador,"Mindo, Pichincha",-0.0523,-78.7764,2/03/15,Jerome Fischer,http://www.xeno-canto.org/215449
1005,Amazilia tzacatl,Rufous-tailed Hummingbird,217689,Xeno-Canto,Ecuador,"Mindo, Pichincha",-0.0523,-78.7764,18/03/15,Jerome Fischer,http://www.xeno-canto.org/217689
1006,Amazilia tzacatl,Rufous-tailed Hummingbird,237941,Xeno-Canto,Ecuador,Imbabura: Hda La Florida,0.364,-78.485,27/03/94,Niels Krabbe,http://www.xeno-canto.org/237941
1007,Amazilia tzacatl,Rufous-tailed Hummingbird,250464,Xeno-Canto,Ecuador,Pichincha: Río Guaycuyacu,0.217,-78.89,23/02/04,Niels Krabbe,http://www.xeno-canto.org/250464
1008,Amazilia tzacatl,Rufous-tailed Hummingbird,257820,Xeno-Canto,Ecuador,Santo Domingo: 'Tinalandia',-0.32,-79.018,1998-05-00,John V. Moore,http://www.xeno-canto.org/257820
1009,Amazilia tzacatl,Rufous-tailed Hummingbird,261741,Xeno-Canto,Ecuador,"Esmeraldas: Playa de Oro, village and vicinity, Río Santiago",0.883,-78.8,18/02/97,Olaf Jahn,http://www.xeno-canto.org/261741
1010,Amazilia tzacatl,Rufous-tailed Hummingbird,261742,Xeno-Canto,Ecuador,Esmeraldas: La Pampa near Cayapas-Mataje Ecological Reserve,1.133,-78.967,16/12/99,Olaf Jahn,http://www.xeno-canto.org/261742
1011,Amazilia tzacatl,Rufous-tailed Hummingbird,261745,Xeno-Canto,Ecuador,"Esmeraldas: Playa de Oro, village and vicinity, Río Santiago",0.883,-78.8,6/03/97,Olaf Jahn,http://www.xeno-canto.org/261745
1012,Amazilia tzacatl,Rufous-tailed Hummingbird,261747,Xeno-Canto,Ecuador,Esmeraldas: La Pampa near Cayapas-Mataje Ecological Reserve,1.133,-78.967,16/12/99,Olaf Jahn,http://www.xeno-canto.org/261747
1013,Amazilia tzacatl,Rufous-tailed Hummingbird,275265,Xeno-Canto,Ecuador,"Esmeraldas: San Miguel, Río Cayapas",0.75,-78.917,1997-06-00,Patricio Mena Valenzuela,http://www.xeno-canto.org/275265
1014,Amazilia tzacatl,Rufous-tailed Hummingbird,275266,Xeno-Canto,Ecuador,"Esmeraldas: San Miguel, Río Cayapas",0.75,-78.917,1997-04-00,Patricio Mena Valenzuela,http://www.xeno-canto.org/275266
1015,Amazilia tzacatl,Rufous-tailed Hummingbird,298897,Xeno-Canto,Ecuador,"Milpe, Pichincha",0.0287,-78.8628,10/11/13,Cedric Mroczko,http://www.xeno-canto.org/298897
1016,Amazilia tzacatl,Rufous-tailed Hummingbird,307625,Xeno-Canto,Ecuador,Hacienda La Clementina (Los Ríos),-1.7103,-79.3876,5/06/11,Leonardo Ordóñez-Delgado,http://www.xeno-canto.org/307625
1017,Amazilia tzacatl,Rufous-tailed Hummingbird,307626,Xeno-Canto,Ecuador,Hacienda La Clementina (Los Ríos),-1.7103,-79.3876,5/06/11,Leonardo Ordóñez-Delgado,http://www.xeno-canto.org/307626
1018,Amazilia tzacatl,Rufous-tailed Hummingbird,218322,Xeno-Canto,Mexico,"Palenque ruins, Chiapas",17.36666667,-92,8/04/03,Peter Boesman,http://www.xeno-canto.org/218322
1019,Amazilia tzacatl,Rufous-tailed Hummingbird,218323,Xeno-Canto,Mexico,"Palenque ruins, Chiapas",17.36666667,-92,8/04/03,Peter Boesman,http://www.xeno-canto.org/218323
1020,Amazilia tzacatl,Rufous-tailed Hummingbird,11681,Xeno-Canto,Nicaragua,Los Guatuzos,11.0234,-84.8973,15/10/04,Doug Knapp,http://www.xeno-canto.org/11681
1021,Amazilia tzacatl,Rufous-tailed Hummingbird,308306,Xeno-Canto,Nicaragua,Jinotega,13.166,-85.8629,19/11/15,Orlando Jarquín G.,http://www.xeno-canto.org/308306
1022,Amazilia tzacatl,Rufous-tailed Hummingbird,2942,Xeno-Canto,Panama,"Gamboa, Colon province",9.1223,-79.7501,2005-06-00,David Bradley,http://www.xeno-canto.org/2942
1023,Amazilia tzacatl,Rufous-tailed Hummingbird,16061,Xeno-Canto,Panama,"El Valle, Cocle Province",8.6,-80.13333,5/06/07,Ken Allaire,http://www.xeno-canto.org/16061
1024,Amazilia tzacatl,Rufous-tailed Hummingbird,47068,Xeno-Canto,Panama,"Cerro Azul, Birder's View Lodge",9.1667,-79.4001,18/01/09,Mike Nelson,http://www.xeno-canto.org/47068
1025,Amazilia tzacatl,Rufous-tailed Hummingbird,78672,Xeno-Canto,Panama,"Altos del Torreón, Altos de Cerro Azul",9.166,-79.404,22/04/11,William Adsett,http://www.xeno-canto.org/78672
1026,Amazilia tzacatl,Rufous-tailed Hummingbird,80948,Xeno-Canto,Panama,"Achiote Road, Colón Province",9.2003,-79.9837,25/12/10,Scott Olmstead,http://www.xeno-canto.org/80948
1027,Amazilia tzacatl,Rufous-tailed Hummingbird,88442,Xeno-Canto,Panama,Isla Escudo de Veraguas,9.0978,-81.5578,6/10/11,Sara Lipshutz,http://www.xeno-canto.org/88442
1028,Amazilia tzacatl,Rufous-tailed Hummingbird,88443,Xeno-Canto,Panama,Isla Escudo de Veraguas,9.0978,-81.5578,6/10/11,Sara Lipshutz,http://www.xeno-canto.org/88443
1029,Amazilia tzacatl,Rufous-tailed Hummingbird,109734,Xeno-Canto,Panama,"Burbayar Lodge, Nusagandi, Panama",9.3334,-78.9667,11/09/12,Thore Noernberg,http://www.xeno-canto.org/109734
1030,Amazilia tzacatl,Rufous-tailed Hummingbird,111798,Xeno-Canto,Panama,"Cerro Gaital, Anton, Cocle",8.6167,-80.1167,20/10/12,Thore Noernberg,http://www.xeno-canto.org/111798
1031,Amazilia tzacatl,Rufous-tailed Hummingbird,135249,Xeno-Canto,Panama,"Altos del Torreón, Altos de Cerro Azul",9.166,-79.404,23/02/13,William Adsett,http://www.xeno-canto.org/135249
1032,Amazilia tzacatl,Rufous-tailed Hummingbird,188840,Xeno-Canto,Panama,Isla Escudo de Veraguas,9.098,-81.558,23/05/12,George Angehr,http://www.xeno-canto.org/188840
1033,Amazilia tzacatl,Rufous-tailed Hummingbird,188841,Xeno-Canto,Panama,Isla Escudo de Veraguas,9.098,-81.558,23/05/12,George Angehr,http://www.xeno-canto.org/188841
1034,Amazilia tzacatl,Rufous-tailed Hummingbird,200171,Xeno-Canto,Panama,Isla Escudo de Veraguas,9.0947,-81.5569,28/09/14,Euclides Campos Cedeño,http://www.xeno-canto.org/200171
1035,Amazilia tzacatl,Rufous-tailed Hummingbird,271042,Xeno-Canto,Panama,Pipeline road,9.136797,-79.72363,21/02/15,Peter Boesman,http://www.xeno-canto.org/271042
1036,Amazilia tzacatl,Rufous-tailed Hummingbird,271043,Xeno-Canto,Panama,Pipeline road,9.136797,-79.72363,21/02/15,Peter Boesman,http://www.xeno-canto.org/271043
1037,Amazilia tzacatl,Rufous-tailed Hummingbird,271044,Xeno-Canto,Panama,Pipeline road,9.136797,-79.72363,21/02/15,Peter Boesman,http://www.xeno-canto.org/271044
1038,Amazilia tzacatl,Rufous-tailed Hummingbird,271045,Xeno-Canto,Panama,Cerro Azul area,9.221621,-79.400678,23/02/15,Peter Boesman,http://www.xeno-canto.org/271045
1039,Amazilia tzacatl,Rufous-tailed Hummingbird,271046,Xeno-Canto,Panama,Cerro Azul area,9.221621,-79.400678,23/02/15,Peter Boesman,http://www.xeno-canto.org/271046
1040,Amazilia tzacatl,Rufous-tailed Hummingbird,271047,Xeno-Canto,Panama,Cerro Azul area,9.221621,-79.400678,23/02/15,Peter Boesman,http://www.xeno-canto.org/271047
1041,Amazilia tzacatl,Rufous-tailed Hummingbird,271048,Xeno-Canto,Panama,Cerro Azul area,9.221621,-79.400678,23/02/15,Peter Boesman,http://www.xeno-canto.org/271048
1042,Amazilia tzacatl,Rufous-tailed Hummingbird,271049,Xeno-Canto,Panama,Cerro Azul area,9.221621,-79.400678,23/02/15,Peter Boesman,http://www.xeno-canto.org/271049
1043,Amazilia tzacatl,Rufous-tailed Hummingbird,271050,Xeno-Canto,Panama,"Summit ponds, Panama canal area",9.077346,-79.67257,25/02/15,Peter Boesman,http://www.xeno-canto.org/271050
1044,Amazilia tzacatl,Rufous-tailed Hummingbird,271052,Xeno-Canto,Panama,"Two tanks road, Chiriqui Grande",8.94157,-82.153774,5/03/15,Peter Boesman,http://www.xeno-canto.org/271052
1045,Amazilia tzacatl,Rufous-tailed Hummingbird,271053,Xeno-Canto,Panama,"Two tanks road, Chiriqui Grande",8.94157,-82.153774,5/03/15,Peter Boesman,http://www.xeno-canto.org/271053
1046,Amazilia tzacatl,Rufous-tailed Hummingbird,197453,Xeno-Canto,Venezuela,Altamira Edo Barinas,8.8211,-70.5013,17/01/08,Joe Klaiber,http://www.xeno-canto.org/197453
1047,Amazilia tzacatl,Rufous-tailed Hummingbird,360582,Xeno-Canto,Colombia,"Colosó, Sucre",9.4997,-75.3501,18/02/17,Nick Komar,https://www.xeno-canto.org/360582
1048,Amazilia tzacatl,Rufous-tailed Hummingbird,332268,Xeno-Canto,Costa Rica,"Hotel El Bosque, Monteverde, Puntarenas",10.3066,-84.8133,30/07/16,Bobby Wilcox,https://www.xeno-canto.org/332268
1049,Amazilia tzacatl,Rufous-tailed Hummingbird,371371,Xeno-Canto,Costa Rica,Provincia de Guanacaste,10.7789,-85.6588,22/01/17,Albert Lastukhin,https://www.xeno-canto.org/371371
1050,Amazilia tzacatl,Rufous-tailed Hummingbird,371372,Xeno-Canto,Costa Rica,Provincia de Guanacaste,10.7789,-85.6588,22/01/17,Albert Lastukhin,https://www.xeno-canto.org/371372
1051,Amazilia tzacatl,Rufous-tailed Hummingbird,371385,Xeno-Canto,Costa Rica,"Sámara, Provincia de Guanacaste",9.8799,-85.5309,19/01/17,Albert Lastukhin,https://www.xeno-canto.org/371385
1052,Amazilia tzacatl,Rufous-tailed Hummingbird,371388,Xeno-Canto,Costa Rica,Reserva Curi-cancha,10.3062,-84.8076,14/01/17,Albert Lastukhin,https://www.xeno-canto.org/371388
1053,Amazilia tzacatl,Rufous-tailed Hummingbird,390698,Xeno-Canto,Costa Rica,"Santa Ana, Provincia de San José (United World College Costa Rica)",9.9373,-84.1801,11/12/15,Jeff Norris,https://www.xeno-canto.org/390698
1054,Amazilia tzacatl,Rufous-tailed Hummingbird,390703,Xeno-Canto,Costa Rica,"Santa Ana, Provincia de San José (United World College Costa Rica)",9.9373,-84.1801,10/12/15,Jeff Norris,https://www.xeno-canto.org/390703
1055,Amazilia tzacatl,Rufous-tailed Hummingbird,390705,Xeno-Canto,Costa Rica,"Santa Ana, Provincia de San José (United World College Costa Rica)",9.9373,-84.1801,10/12/15,Jeff Norris,https://www.xeno-canto.org/390705
1056,Amazilia tzacatl,Rufous-tailed Hummingbird,403296,Xeno-Canto,Costa Rica,"Hacienda Sueño Azul, Sarapiquí, Heredia",10.3523,-83.9725,13/07/17,Scott Olmstead,https://www.xeno-canto.org/403296
1057,Amazilia tzacatl,Rufous-tailed Hummingbird,411189,Xeno-Canto,Costa Rica,"Las Heliconias Lodge, Alajuela",10.7089,-85057,24/11/16,Frank Lambert,https://www.xeno-canto.org/411189
1058,Amazilia tzacatl,Rufous-tailed Hummingbird,411190,Xeno-Canto,Costa Rica,"Las Heliconias Lodge, Alajuela",10.7089,-85057,24/11/16,Frank Lambert,https://www.xeno-canto.org/411190
1059,Amazilia tzacatl,Rufous-tailed Hummingbird,411307,Xeno-Canto,Costa Rica,"Esquinas lodge, Piedras Blancas NP, Puntarenas",8.6759,-83.2051,12/12/16,Frank Lambert,https://www.xeno-canto.org/411307
1060,Amazilia tzacatl,Rufous-tailed Hummingbird,261743,Xeno-Canto,Ecuador,Esmeraldas: La Pampa near Cayapas-Mataje Ecological Reserve,1133,-78967,16/12/99,Olaf Jahn,https://www.xeno-canto.org/261743
1061,Amazilia tzacatl,Rufous-tailed Hummingbird,261744,Xeno-Canto,Ecuador,"Esmeraldas: Playa de Oro, village and vicinity, Río Santiago",883,-78.8,21/11/97,Olaf Jahn,https://www.xeno-canto.org/261744
1062,Amazilia tzacatl,Rufous-tailed Hummingbird,261746,Xeno-Canto,Ecuador,"Esmeraldas: Playa de Oro, village and vicinity, Río Santiago",883,-78.8,25/08/96,Olaf Jahn,https://www.xeno-canto.org/261746
